Type,Handle,Block,Layer,Linetype,Linetype Scale,Lineweight,Color,Displayed Color,Draw Order,Center:X,Center:Y,Center:Z,Radius,Diameter,Length,Area,Referenced Block,Position:X,Position:Y,Position:Z,Scale:X,Scale:Y,Scale:Z,Angle,Columns,Rows,Column Spacing,Row Spacing,Circumference,Text Position:X,Text Position:Y,Text Position:Z,Scale,Origin:X,Origin:Y,Origin:Z,Start Point:X,Start Point:Y,Start Point:Z,End Point:X,End Point:Y,End Point:Z,Width,Height,Solid,Alpha,Pattern:Name,Pattern:From Entity,Pattern:Angle,Pattern:Scale,Vertex:X,Vertex:Y,Vertex:Z,Text,Polyline Pattern,Closed,Vertex:Bulge,Vertex:Angle,Vertex:Start Width,Vertex:End Width,Global Width,Orientation,Size:Base Angle,Size:Size 1,Size:Size 2,Global Z,Rotation,On,View Center:X,View Center:Y,View Target:X,View Target:Y,View Target:Z,Overall,Simple,Plain Text,Font Name,Text Height,Text Width,Text Angle,X Scale,Bold,Italic,Line Spacing,Alignment:Horizontal,Alignment:Vertical,Backward,Upside Down,Tag,Prompt,Name,Off,Frozen,Locked,Collapsed,Plottable,Snappable,Off is Freeze,Tab Order,Min Limits:X,Min Limits:Y,Min Limits:Z,Max Limits:X,Max Limits:Y,Max Limits:Z,Insertion Base:X,Insertion Base:Y,Insertion Base:Z,Min Extents:X,Min Extents:Y,Min Extents:Z,Max Extents:X,Max Extents:Y,Max Extents:Z,Plot Margins:Left,Plot Margins:Bottom,Plot Margins:Right,Plot Margins:Top,Plot Paper Size:Width,Plot Paper Size:Height,Plot Origin:X,Plot Origin:Y,Plot Window Area Min:X,Plot Window Area Min:Y,Plot Window Area Max:X,Plot Window Area Max:Y,Custom Scale:Numerator,Custom Scale:Denominator,Plot Paper Units,Plot Rotation,Plot Type,Use Standard Scale,Standard Scale,Standard Scale Type,Media Name,Description,Metric,Pattern,Hidden,Pixel Unit,Layout,Attributes:CODCONTRATISTA,Attributes:CODIGOPLANO,Attributes:CODIGOPROY,Attributes:CODSUBCONTRATISTA,Attributes:DEPARTAMENTOUNIDAD,Attributes:DIRECCIONPROY,Attributes:EQUIPODIBUJO,Attributes:ETAPAPROY,Attributes:FECHAHITO,Attributes:FRENTEOBRA,Attributes:HOJA,Attributes:INTERVENTORIA,Attributes:Inst_EL,Attributes:LIDERPROY,Attributes:MATRICULAPROF,Attributes:NOMBREAPROBO,Attributes:NOMBREDISEÑO,Attributes:NOMBREREVISO,Attributes:NUMDECONTRATO,Attributes:NUMLOTECONTROL,Attributes:NUMLOTETRABAJO,Attributes:REVISIÓN,Attributes:TOTAL_PLANOS,Attributes:Tag Caja,Attributes:Tag Gabinete,Attributes:Tag_inst,Attributes:VICEPRESIDENCIA,Attributes:dest,QCAD:MultiPageSettings/Columns,QCAD:MultiPageSettings/Rows,QCAD:PageSettings/OffsetX,QCAD:PageSettings/OffsetY,QCAD:PageSettings/PageOrientation,QCAD:PageSettings/PaperHeight,QCAD:PageSettings/PaperSizeName,QCAD:PageSettings/PaperWidth,QCAD:PageSettings/PointSize,QCAD:PageSettings/Scale,QCAD:PageSettings/ShowPaperBorders,REVIT:0001_1002,REVIT:0002_1070,REVIT:0003_1000,REVIT:0004_1002,REVIT:0005_1002,REVIT:0006_1070,REVIT:0007_1000,REVIT:0008_1002,REVIT:0009_1002,REVIT:0010_1070,REVIT:0011_1000,REVIT:0012_1002
Line,0x18b5697,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,387,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.822311743953,0.583999999852,0,0.828131297404,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b5698,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,388,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.822311743953,0.588999999852,0,0.822311743953,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b5699,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,389,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.754331721661,0.588999999852,0,0.754331721661,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b569a,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,390,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.68635169937,0.588999999852,0,0.68635169937,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b569b,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,391,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.618371677078,0.588999999852,0,0.618371677078,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b569c,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,392,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.550391654786,0.588999999852,0,0.550391654786,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b569d,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,393,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.482411632495,0.588999999852,0,0.482411632495,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b569e,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,394,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.414431610203,0.588999999852,0,0.414431610203,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b569f,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,395,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.346451587912,0.588999999852,0,0.346451587912,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a0,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,396,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.27847156562,0.588999999852,0,0.27847156562,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a1,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,397,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.210491543328,0.588999999852,0,0.210491543328,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a2,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,398,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.142511521037,0.588999999852,0,0.142511521037,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a3,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,399,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.074531498745,0.588999999852,0,0.074531498745,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a4,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,400,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.000731923003,0.105666666519,0,0.006551476454,0.105666666519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a5,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,401,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.000731923003,0.201333333185,0,0.006551476454,0.201333333185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a6,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,402,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.000731923003,0.296999999852,0,0.006551476454,0.296999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a7,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,403,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.000731923003,0.392666666519,0,0.006551476454,0.392666666519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a8,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,404,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.000731923003,0.488333333185,0,0.006551476454,0.488333333185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56a9,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,405,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.006551476454,0.588999999852,0,0.006551476454,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56aa,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,406,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.000731923003,0.296999999852,0,0.006551476454,0.296999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56ab,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,407,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.754331721661,0.009999999852,0,0.754331721661,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56ac,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,408,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.68635169937,0.009999999852,0,0.68635169937,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56ad,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,409,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.618371677078,0.009999999852,0,0.618371677078,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56ae,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,410,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.550391654786,0.009999999852,0,0.550391654786,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56af,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,411,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.482411632495,0.009999999852,0,0.482411632495,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b0,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,412,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.414431610203,0.009999999852,0,0.414431610203,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b1,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,413,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.346451587912,0.009999999852,0,0.346451587912,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b2,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,414,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.27847156562,0.009999999852,0,0.27847156562,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b3,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,415,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.210491543328,0.009999999852,0,0.210491543328,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b4,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,416,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.142511521037,0.009999999852,0,0.142511521037,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b5,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,417,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.074531498745,0.009999999852,0,0.074531498745,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b6,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,418,,,,,,0.005,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.006551476454,0.009999999852,0,0.006551476454,0.004999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b7,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,419,,,,,,0.005819553451,,,,,,,,,0,,,,,,,,,,,,,0.000731923003,0.583999999852,0,0.006551476454,0.583999999852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b8,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,420,,,,,,0.006,,,,,,,,,3.14159265359,,,,,,,,,,,,,0.006551239762,0.01,0,0.000551239762,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,0x18b56b9,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,421,,,,,,0.122887088748,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.822311507261,0.584,0,0.822311507261,0.461112911253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{,3,-2000282,},,,,,,,,
Line,0x18b56ba,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,422,,,,,,0.815760267499,,,,,,,,,0,,,,,,,,,,,,,0.006551239762,0.01,0,0.822311507261,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{,3,-2000282,},,,,,,,,
Line,0x18b56bb,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,423,,,,,,0.574,,,,,,,,,4.712388980385,,,,,,,,,,,,,0.006551239762,0.584,0,0.006551239762,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{,3,-2000282,},,,,,,,,
Line,0x18b56bc,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,424,,,,,,0.815760267499,,,,,,,,,0,,,,,,,,,,,,,0.006551239762,0.584,0,0.822311507261,0.584,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{,3,-2000282,},,,,,,,,
Text,0x18b56bd,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,425,,,,,,,,,,,,,,,,,,,,,0.824867986418,0.012715647983,0,,,,,,,,,,,,,,,,,,,,,,"Copyright © E.P.M. No esta permitida su reproducción por ningún medio impreso, ",,,,,,,,,,,,,,,,,,,,,false,"Copyright © E.P.M. No esta permitida su reproducción por ningún medio impreso, ",Swis721 LtCn BT,0.002,0.086077186875,1.570796326795,0.9,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56be,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,426,,,,,,,,,,,,,,,,,,,,,0.828042986418,0.012715647983,0,,,,,,,,,,,,,,,,,,,,,,"fotostático, electrónico o similar, sin la previa autorización, escritadel titular de los ",,,,,,,,,,,,,,,,,,,,,false,"fotostático, electrónico o similar, sin la previa autorización, escritadel titular de los ",Swis721 LtCn BT,0.002,0.08542782,1.570796326795,0.9,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56bf,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,427,,,,,,,,,,,,,,,,,,,,,0.831217986418,0.012715647983,0,,,,,,,,,,,,,,,,,,,,,,derechos reservados.,,,,,,,,,,,,,,,,,,,,,false,derechos reservados.,Swis721 LtCn BT,0.002,0.022006321875,1.570796326795,0.9,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c0,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,428,,,,,,,,,,,,,,,,,,,,,0.03913304991,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,false,A,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c1,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,429,,,,,,,,,,,,,,,,,,,,,0.106759099229,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,false,B,C:\ACADWIN\FONTS\ARIAL,0.002,0.00232489375,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c2,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,430,,,,,,,,,,,,,,,,,,,,,0.173509231171,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,false,C,C:\ACADWIN\FONTS\ARIAL,0.002,0.002244725,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text,0x18b56c3,A1_hor_JZ,0,By Layer,1,0.35,#000000,#000000,431,,,,,,,,,,,,,,,,,,,,,0.239858891383,0.008721480266,0,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,false,D,C:\ACADWIN\FONTS\ARIAL,0.002,0.0024050625,0,1,false,false,1,0,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
