Tag señal,Origen,Locación,Lazo,Lazo típico,Servicio,Descripción,P&ID,Inf,Sup,Set Al,Un Ing,Tipo de I/O,Tipo de señal,destino,Controlador,HMI,Interbloqueos,Log de eventos,Tendencia,Histórico,Notas
XO-BOM026,VFD-026,CCM,A-001/003,Analizador1,BOMBA DE TRANSFERENCIA DE CAL BOM-026,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM026,VFD-026,CCM,A-001/003,Analizador1,BOMBA DE TRANSFERENCIA DE CAL BOM-026,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM026,VFD-026,CCM,A-001/003,Analizador1,BOMBA DE TRANSFERENCIA DE CAL BOM-026,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM027,VFD-027,CCM,A-001/003,Analizador1,BOMBA DE TRANSFERENCIA DE CAL BOM-027,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM027,VFD-027,CCM,A-001/003,Analizador1,BOMBA DE TRANSFERENCIA DE CAL BOM-027,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM027,VFD-027,CCM,A-001/003,Analizador1,BOMBA DE TRANSFERENCIA DE CAL BOM-027,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
AI-001,AIT-001,FLD,A-001/003,Analizador1,TANQUE DE HOMOGENIZACION TK-007,INDICACION ANALISIS PH,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-007,PLC-002,EST-001,,NO,SI,SI,
AAH-001,AIT-001,FLD,A-001/003,Analizador1,TANQUE DE HOMOGENIZACION TK-007,ALARMA ALTO PH,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,,SI,NO,NO,
AI-003,AIT-003,FLD,A-001/003,Analizador1,TANQUE DE HOMOGENIZACION TK-008,INDICACION ANALISIS PH,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-007,PLC-002,EST-001,,NO,SI,SI,
AAH-003,AIT-003,FLD,A-001/003,Analizador1,TANQUE DE HOMOGENIZACION TK-008,ALARMA ALTO PH,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,,SI,NO,NO,
AI-002,AIT-002,FLD,A-002/004,Analizador2,TANQUE DE HOMOGENIZACION TK-007,INDICACION ANALISIS SST,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-007,PLC-002,EST-001,,NO,SI,SI,
AAH-002,AIT-002,FLD,A-002/004,Analizador2,TANQUE DE HOMOGENIZACION TK-007,ALARMA ALTO SST,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,,SI,NO,NO,
AI-004,AIT-004,FLD,A-002/004,Analizador2,TANQUE DE HOMOGENIZACION TK-008,INDICACION ANALISIS SST,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-007,PLC-002,EST-001,,NO,SI,SI,
AAH-004,AIT-004,FLD,A-002/004,Analizador2,TANQUE DE HOMOGENIZACION TK-008,ALARMA ALTO SST,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,,SI,NO,NO,
XO-FCV012,FCV-012,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,COMANDO DE APERTURA,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XC-FCV012,FCV-012,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,COMANDO DE CIERRE,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
ZIO-FCV012,FCV-012,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS VALVULA ABIERTA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
ZIC-FCV012,FCV-012,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS VALVULA CERRADA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
XLR-FCV012,FCV-012,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS MODO LOCAL/REMOTO,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XO-FCV013,FCV-013,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,COMANDO DE APERTURA,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XC-FCV013,FCV-013,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,COMANDO DE CIERRE,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
ZIO-FCV013,FCV-013,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS VALVULA ABIERTA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
ZIC-FCV013,FCV-013,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS VALVULA CERRADA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
XLR-FCV013,FCV-013,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS MODO LOCAL/REMOTO,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XO-FCV014,FCV-014,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,COMANDO DE APERTURA,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XC-FCV014,FCV-014,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,COMANDO DE CIERRE,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
ZIO-FCV014,FCV-014,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS VALVULA ABIERTA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
ZIC-FCV014,FCV-014,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS VALVULA CERRADA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
XLR-FCV014,FCV-014,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-007 A BOM-028/029/030,STATUS MODO LOCAL/REMOTO,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XO-FCV015,FCV-015,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,COMANDO DE APERTURA,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XC-FCV015,FCV-015,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,COMANDO DE CIERRE,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
ZIO-FCV015,FCV-015,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS VALVULA ABIERTA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
ZIC-FCV015,FCV-015,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS VALVULA CERRADA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
XLR-FCV015,FCV-015,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS MODO LOCAL/REMOTO,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XO-FCV016,FCV-016,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,COMANDO DE APERTURA,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XC-FCV016,FCV-016,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,COMANDO DE CIERRE,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
ZIO-FCV016,FCV-016,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS VALVULA ABIERTA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
ZIC-FCV016,FCV-016,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS VALVULA CERRADA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
XLR-FCV016,FCV-016,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS MODO LOCAL/REMOTO,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XO-FCV017,FCV-017,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,COMANDO DE APERTURA,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XC-FCV017,FCV-017,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,COMANDO DE CIERRE,A2-2008-HD018A,,,,,DO,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
ZIO-FCV017,FCV-017,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS VALVULA ABIERTA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
ZIC-FCV017,FCV-017,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS VALVULA CERRADA,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,I-31/32/33,SI,NO,NO,
XLR-FCV017,FCV-017,FLD,A-002/004,Analizador2,LODOS HOMOGENIZADOS T-008 A BOM-028/029/030,STATUS MODO LOCAL/REMOTO,A2-2008-HD018A,,,,,DI,Sink 24 VDC,JBI-007,PLC-002,EST-001,,SI,NO,NO,
XO-BOM028,VFD-028,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-028,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM028,VFD-028,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-028,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM028,VFD-028,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-028,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM029,VFD-029,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-029,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM029,VFD-029,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-029,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM029,VFD-029,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-029,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM030,VFD-030,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-030,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM030,VFD-030,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-030,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM030,VFD-030,CCM,A-002/004,Analizador2,BOMBA LODOS HOMOGENIZADOS BOM-030,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
FQI-013,FIT-013,FLD,F-013,Sup_Analoga,AGUA RESIDUAL A PLANTAS COMPACTAS,INDICACION DE FLUJO INSTANTANEO,A2-2007-HD019,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-002,PLC-001,EST-001,,NO,SI,SI,
FALL-013,FIT-013,FLD,F-013,Sup_Analoga,AGUA RESIDUAL A PLANTAS COMPACTAS,ALARMA MUY BAJO FLUJO,A2-2007-HD019,,,HOLD,HOLD,S,,NA,NA,NA,,SI,NO,NO,
XO-BOM016,VFD-016,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-016,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM016,VFD-016,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-016,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM016,VFD-016,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-016,CONSIGNA DE VELOCIDAD,A2-2007-HD021,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM017,VFD-017,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-017,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM017,VFD-017,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-017,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM017,VFD-017,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-017,CONSIGNA DE VELOCIDAD,A2-2007-HD021,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM018,VFD-018,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-018,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM018,VFD-018,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-018,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XS-BOM018,VFD-018,CCM,F-014,L_Cerr_VFD3,BOMBA DE LODOS SED SEC BOM-018,CONSIGNA DE VELOCIDAD,A2-2007-HD021,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
FI-014,FIT-014,FLD,F-014,L_Cerr_VFD3,LODOS DE SED SEC A MESAS ESPESADORAS,INDICACION DE FLUJO INSTANTANEO,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-006,PLC-002,EST-001,,NO,SI,SI,
FALL-014,FIT-014,FLD,F-014,L_Cerr_VFD3,LODOS DE SED SEC A MESAS ESPESADORAS,ALARMA POR MUY BAJO FLUJO,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,,SI,NO,NO,
XO-BOM010,VFD-010,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-010,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-BOM010,VFD-010,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-010,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XS-BOM010,VFD-010,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-010,CONSIGNA DE VELOCIDAD,A2-2007-HD021,,,,%,AO,4-20 mA,GAB-001,PLC-001,EST-001,,NO,SI,SI,
XO-BOM011,VFD-011,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-011,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-BOM011,VFD-011,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-011,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XS-BOM011,VFD-011,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-011,CONSIGNA DE VELOCIDAD,A2-2007-HD021,,,,%,AO,4-20 mA,GAB-001,PLC-001,EST-001,,NO,SI,SI,
XO-BOM012,VFD-012,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-012,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-BOM012,VFD-012,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-012,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XS-BOM012,VFD-012,CCM,F-015,L_Cerr_VFD3,BOMBA DE LODOS SED PRIM BOM-012,CONSIGNA DE VELOCIDAD,A2-2007-HD021,,,,%,AO,4-20 mA,GAB-001,PLC-001,EST-001,,NO,SI,SI,
FI-015,FIT-015,FLD,F-015,L_Cerr_VFD3,LODOS DE SED PRIM A MESAS ESPESADORAS,INDICACION DE FLUJO INSTANTANEO,A2-2008-HD018,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-006,PLC-002,EST-001,,NO,SI,SI,
FALL-015,FIT-015,FLD,F-015,L_Cerr_VFD3,LODOS DE SED PRIM A MESAS ESPESADORAS,ALARMA POR MUY BAJO FLUJO,A2-2008-HD018,,,HOLD,HOLD,S,,NA,NA,NA,,SI,NO,NO,
FI-501,FIT-501,FLD,F-501,Sup_Analoga,AGUA DE SERV BAJA PRESION CABEZAL DESCARGA BOM-031/032,INDICACION DE FLUJO INSTANTANEO,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
FI-502,FIT-502,FLD,F-501,Sup_Analoga,AGUA DE SERV ALTA PRESION CABEZAL DESCARGA BOM-033/034,INDICACION DE FLUJO INSTANTANEO,A2-2008-HD022-01,HOLD,HOLD,,HOLD,AI,4-20 mA,JBI-003,PLC-001,EST-001,,NO,SI,SI,
XO-FCV001,FCV-001,FLD,FV-001,Cntr_MOV,AGUA RESIDUAL A PCOMP-001,COMANDO DE APERTURA,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XC-FCV001,FCV-001,FLD,FV-001,Cntr_MOV,AGUA RESIDUAL A PCOMP-001,COMANDO DE CIERRE,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
ZIO-FCV001,FCV-001,FLD,FV-001,Cntr_MOV,AGUA RESIDUAL A PCOMP-001,STATUS VALVULA ABIERTA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-06,SI,NO,NO,
ZIC-FCV001,FCV-001,FLD,FV-001,Cntr_MOV,AGUA RESIDUAL A PCOMP-001,STATUS VALVULA CERRADA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-06,SI,NO,NO,
XLR-FCV001,FCV-001,FLD,FV-001,Cntr_MOV,AGUA RESIDUAL A PCOMP-001,STATUS MODO LOCAL/REMOTO,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XO-FCV002,FCV-002,FLD,FV-002,Cntr_MOV,AGUA RESIDUAL A PCOMP-002,COMANDO DE APERTURA,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XC-FCV002,FCV-002,FLD,FV-002,Cntr_MOV,AGUA RESIDUAL A PCOMP-002,COMANDO DE CIERRE,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
ZIO-FCV002,FCV-002,FLD,FV-002,Cntr_MOV,AGUA RESIDUAL A PCOMP-002,STATUS VALVULA ABIERTA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-07,SI,NO,NO,
ZIC-FCV002,FCV-002,FLD,FV-002,Cntr_MOV,AGUA RESIDUAL A PCOMP-002,STATUS VALVULA CERRADA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-07,SI,NO,NO,
XLR-FCV002,FCV-002,FLD,FV-002,Cntr_MOV,AGUA RESIDUAL A PCOMP-002,STATUS MODO LOCAL/REMOTO,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XO-FCV003,FCV-003,FLD,FV-003,Cntr_MOV,AGUA RESIDUAL A PCOMP-003,COMANDO DE APERTURA,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XC-FCV003,FCV-003,FLD,FV-003,Cntr_MOV,AGUA RESIDUAL A PCOMP-003,COMANDO DE CIERRE,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
ZIO-FCV003,FCV-003,FLD,FV-003,Cntr_MOV,AGUA RESIDUAL A PCOMP-003,STATUS VALVULA ABIERTA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-08,SI,NO,NO,
ZIC-FCV003,FCV-003,FLD,FV-003,Cntr_MOV,AGUA RESIDUAL A PCOMP-003,STATUS VALVULA CERRADA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-08,SI,NO,NO,
XLR-FCV003,FCV-003,FLD,FV-003,Cntr_MOV,AGUA RESIDUAL A PCOMP-003,STATUS MODO LOCAL/REMOTO,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XO-FCV004,FCV-004,FLD,FV-004,Cntr_MOV,AGUAS HACIA CAJA DE DISTRIBUCION CAJADIS-001,COMANDO DE APERTURA,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XC-FCV004,FCV-004,FLD,FV-004,Cntr_MOV,AGUAS HACIA CAJA DE DISTRIBUCION CAJADIS-001,COMANDO DE CIERRE,A2-2007-HD019,,,,,DO,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
ZIO-FCV004,FCV-004,FLD,FV-004,Cntr_MOV,AGUAS HACIA CAJA DE DISTRIBUCION CAJADIS-001,STATUS VALVULA ABIERTA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-06/07/08,SI,NO,NO,
ZIC-FCV004,FCV-004,FLD,FV-004,Cntr_MOV,AGUAS HACIA CAJA DE DISTRIBUCION CAJADIS-001,STATUS VALVULA CERRADA,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,I-06/07/08,SI,NO,NO,
XLR-FCV004,FCV-004,FLD,FV-004,Cntr_MOV,AGUAS HACIA CAJA DE DISTRIBUCION CAJADIS-001,STATUS MODO LOCAL/REMOTO,A2-2007-HD019,,,,,DI,Sink 24 VDC,JBI-002,PLC-001,EST-001,,SI,NO,NO,
XO-FCV005,FCV-005,FLD,FV-005,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-003,COMANDO DE APERTURA,A2-2007-HD021,,,,,DO,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
XC-FCV005,FCV-005,FLD,FV-005,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-003,COMANDO DE CIERRE,A2-2007-HD021,,,,,DO,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
ZIO-FCV005,FCV-005,FLD,FV-005,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-003,STATUS VALVULA ABIERTA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
ZIC-FCV005,FCV-005,FLD,FV-005,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-003,STATUS VALVULA CERRADA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
XLR-FCV005,FCV-005,FLD,FV-005,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-003,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
XO-FCV006,FCV-006,FLD,FV-006,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-002,COMANDO DE APERTURA,A2-2007-HD021,,,,,DO,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
XC-FCV006,FCV-006,FLD,FV-006,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-002,COMANDO DE CIERRE,A2-2007-HD021,,,,,DO,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
ZIO-FCV006,FCV-006,FLD,FV-006,Cntr_MOV,AGUA DESDE CAJADIS-001 HACIA SEDP-002,STATUS VALVULA ABIERTA,A2-2007-HD021,,,,,DI,Sink 24 VDC,JBI-004,PLC-001,EST-001,,SI,NO,NO,
