Tag señal,Origen,Locación,Lazo,Lazo típico,Servicio,Descripción,P&ID,Inf,Sup,Set Al,Un Ing,Tipo de I/O,Tipo de señal,destino,Controlador,HMI,Interbloqueos,Log de eventos,Tendencia,Histórico,Notas
XO-BOM021,VFD-021,CCM,C-BOM021,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-021,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM021,VFD-021,CCM,C-BOM021,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-021,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-BOM021,VFD-021,CCM,C-BOM021,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-021,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-29,SI,NO,NO,
XA-BOM021,VFD-021,CCM,C-BOM021,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-021,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-29,SI,NO,NO,
XS-BOM021,VFD-021,CCM,C-BOM021,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-021,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM022,VFD-022,CCM,C-BOM022,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-022,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM022,VFD-022,CCM,C-BOM022,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-022,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-BOM022,VFD-022,CCM,C-BOM022,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-022,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-30,SI,NO,NO,
XA-BOM022,VFD-022,CCM,C-BOM022,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-022,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-30,SI,NO,NO,
XS-BOM022,VFD-022,CCM,C-BOM022,Cntrl_bomba,BOMBA LODOS ESPESADOS BOM-022,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM023,VFD-023,CCM,C-BOM023,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-023,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM023,VFD-023,CCM,C-BOM023,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-023,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-BOM023,VFD-023,CCM,C-BOM023,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-023,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-34,SI,NO,NO,
XA-BOM023,VFD-023,CCM,C-BOM023,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-023,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-34,SI,NO,NO,
XS-BOM023,VFD-023,CCM,C-BOM023,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-023,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM024,VFD-024,CCM,C-BOM024,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-024,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM024,VFD-024,CCM,C-BOM024,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-024,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-BOM024,VFD-024,CCM,C-BOM024,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-024,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-35,SI,NO,NO,
XA-BOM024,VFD-024,CCM,C-BOM024,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-024,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-35,SI,NO,NO,
XS-BOM024,VFD-024,CCM,C-BOM024,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-024,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XO-BOM025,VFD-025,CCM,C-BOM025,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-025,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XC-BOM025,VFD-025,CCM,C-BOM025,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-025,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-BOM025,VFD-025,CCM,C-BOM025,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-025,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-36,SI,NO,NO,
XA-BOM025,VFD-025,CCM,C-BOM025,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-025,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-36,SI,NO,NO,
XS-BOM025,VFD-025,CCM,C-BOM025,Cntrl_bomba,BOMBA DOSIFICADORA DE POLIMEROS BOM-025,CONSIGNA DE VELOCIDAD,A2-2008-HD018,,,,%,AO,4-20 mA,GAB-002,PLC-002,EST-001,,NO,SI,SI,
XI-BOM026,VFD-026,CCM,X-BOM026,Prot_bomba,BOMBA DE TRANSFERENCIA DE CAL BOM-026,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-21,SI,NO,NO,
XA-BOM026,VFD-026,CCM,X-BOM026,Prot_bomba,BOMBA DE TRANSFERENCIA DE CAL BOM-026,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-21,SI,NO,NO,
XI-BOM027,VFD-027,CCM,X-BOM027,Prot_bomba,BOMBA DE TRANSFERENCIA DE CAL BOM-027,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-22,SI,NO,NO,
XA-BOM027,VFD-027,CCM,X-BOM027,Prot_bomba,BOMBA DE TRANSFERENCIA DE CAL BOM-027,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-22,SI,NO,NO,
XI-BOM028,VFD-028,CCM,X-BOM028,Prot_bomba,BOMBA LODOS HOMOGENIZADOS BOM-028,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-31,SI,NO,NO,
XA-BOM028,VFD-028,CCM,X-BOM028,Prot_bomba,BOMBA LODOS HOMOGENIZADOS BOM-028,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-31,SI,NO,NO,
XI-BOM029,VFD-029,CCM,X-BOM029,Prot_bomba,BOMBA LODOS HOMOGENIZADOS BOM-029,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-32,SI,NO,NO,
XA-BOM029,VFD-029,CCM,X-BOM029,Prot_bomba,BOMBA LODOS HOMOGENIZADOS BOM-029,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-32,SI,NO,NO,
XI-BOM030,VFD-030,CCM,X-BOM030,Prot_bomba,BOMBA LODOS HOMOGENIZADOS BOM-030,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-33,SI,NO,NO,
XA-BOM030,VFD-030,CCM,X-BOM030,Prot_bomba,BOMBA LODOS HOMOGENIZADOS BOM-030,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-33,SI,NO,NO,
XO-CP001,CP-001,FLD,X-CP001,Eq_paq2,COMPUERTA EN MANHOLE DE ENTRADA,COMANDO DE APERTURA,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-01,SI,NO,NO,
XC-CP001,CP-001,FLD,X-CP001,Eq_paq2,COMPUERTA EN MANHOLE DE ENTRADA,COMANDO DE CIERRE,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-01,SI,NO,NO,
ZIO-CP001,CP-001,FLD,X-CP001,Eq_paq2,COMPUERTA EN MANHOLE DE ENTRADA,STATUS VALVULA ABIERTA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-01,SI,NO,NO,
ZIC-CP001,CP-001,FLD,X-CP001,Eq_paq2,COMPUERTA EN MANHOLE DE ENTRADA,STATUS VALVULA CERRADA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-01,SI,NO,NO,
XLR-CP001,CP-001,FLD,X-CP001,Eq_paq2,COMPUERTA EN MANHOLE DE ENTRADA,STATUS MODO LOCAL/REMOTO,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-01,SI,NO,NO,
ZI-CP001,CP-001,FLD,X-CP001,Eq_paq2,COMPUERTA EN MANHOLE DE ENTRADA,INDICACION DE POSICION (APERTURA),A2-2007-HD020,,,,%,AI,4-20 mA,GAB-001,PLC-001,EST-001,I-01,NO,SI,SI,
LAHH-001,LS-001,FLD,X-CP001,Eq_paq2,POZO DE SUCCION DE BOM-001/002/003/004,ALARMA POR MUY ALTO NIVEL,A2-2007-HD020,,,HOLD,HOLD,DI,Sink 24 VDC,JBI-001,PLC-001,EST-001,I-01,SI,NO,NO,
XO-CP002,CP-002,FLD,X-CP002,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO PPAL,COMANDO DE APERTURA,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-CP002,CP-002,FLD,X-CP002,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO PPAL,COMANDO DE CIERRE,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
ZIO-CP002,CP-002,FLD,X-CP002,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO PPAL,STATUS VALVULA ABIERTA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
ZIC-CP002,CP-002,FLD,X-CP002,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO PPAL,STATUS VALVULA CERRADA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XLR-CP002,CP-002,FLD,X-CP002,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO PPAL,STATUS MODO LOCAL/REMOTO,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-CP003,CP-003,FLD,X-CP003,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO SEC,COMANDO DE APERTURA,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-CP003,CP-003,FLD,X-CP003,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO SEC,COMANDO DE CIERRE,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
ZIO-CP003,CP-003,FLD,X-CP003,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO SEC,STATUS VALVULA ABIERTA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
ZIC-CP003,CP-003,FLD,X-CP003,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO SEC,STATUS VALVULA CERRADA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XLR-CP003,CP-003,FLD,X-CP003,Eq_paq1,COMPUERTA ENTRADA CANAL DE CRIBADO SEC,STATUS MODO LOCAL/REMOTO,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-FPER001,PNL-FPER001,FLD,X-FPER001,Eq_paq1,FILTRO PERCOLADOR FPER-001,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-FPER001,PNL-FPER001,FLD,X-FPER001,Eq_paq1,FILTRO PERCOLADOR FPER-001,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-FPER001,PNL-FPER001,FLD,X-FPER001,Eq_paq1,FILTRO PERCOLADOR FPER-001,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-23,SI,NO,NO,
XA-FPER001,PNL-FPER001,FLD,X-FPER001,Eq_paq1,FILTRO PERCOLADOR FPER-001,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-23,SI,NO,NO,
XLR-FPER001,PNL-FPER001,FLD,X-FPER001,Eq_paq1,FILTRO PERCOLADOR FPER-001,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-FPER002,PNL-FPER002,FLD,X-FPER002,Eq_paq1,FILTRO PERCOLADOR FPER-002,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-FPER002,PNL-FPER002,FLD,X-FPER002,Eq_paq1,FILTRO PERCOLADOR FPER-002,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-FPER002,PNL-FPER002,FLD,X-FPER002,Eq_paq1,FILTRO PERCOLADOR FPER-002,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-24,SI,NO,NO,
XA-FPER002,PNL-FPER002,FLD,X-FPER002,Eq_paq1,FILTRO PERCOLADOR FPER-002,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-24,SI,NO,NO,
XLR-FPER002,PNL-FPER002,FLD,X-FPER002,Eq_paq1,FILTRO PERCOLADOR FPER-002,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-FPER003,PNL-FPER003,FLD,X-FPER003,Eq_paq1,FILTRO PERCOLADOR FPER-003,COMANDO DE ARRANQUE,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-FPER003,PNL-FPER003,FLD,X-FPER003,Eq_paq1,FILTRO PERCOLADOR FPER-003,COMANDO DE PARO,A2-2007-HD021,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-FPER003,PNL-FPER003,FLD,X-FPER003,Eq_paq1,FILTRO PERCOLADOR FPER-003,STATUS OK,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-25,SI,NO,NO,
XA-FPER003,PNL-FPER003,FLD,X-FPER003,Eq_paq1,FILTRO PERCOLADOR FPER-003,STATUS FALLA,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-25,SI,NO,NO,
XLR-FPER003,PNL-FPER003,FLD,X-FPER003,Eq_paq1,FILTRO PERCOLADOR FPER-003,STATUS MODO LOCAL/REMOTO,A2-2007-HD021,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-MESP001,PNL-MESP001,FLD,X-MESP001,Eq_paq1,MESA ESPESADORA MESP-001,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-29/30,SI,NO,NO,
XC-MESP001,PNL-MESP001,FLD,X-MESP001,Eq_paq1,MESA ESPESADORA MESP-001,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-MESP001,PNL-MESP001,FLD,X-MESP001,Eq_paq1,MESA ESPESADORA MESP-001,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-26,SI,NO,NO,
XA-MESP001,PNL-MESP001,FLD,X-MESP001,Eq_paq1,MESA ESPESADORA MESP-001,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-26,SI,NO,NO,
XLR-MESP001,PNL-MESP001,FLD,X-MESP001,Eq_paq1,MESA ESPESADORA MESP-001,STATUS MODO LOCAL/REMOTO,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XV-003,SV-003,FLD,X-MESP001,Eq_paq1,AGUA DE SERV ALTA P A MESP-001,COMANDO SOLENOIDE,A2-2007-HD022-02,,,,,DO,Sink 24 VDC,JBI-006,PLC-002,EST-001,I-26,SI,NO,NO,
XO-MESP002,PNL-MESP002,FLD,X-MESP002,Eq_paq1,MESA ESPESADORA MESP-002,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-29/30,SI,NO,NO,
XC-MESP002,PNL-MESP002,FLD,X-MESP002,Eq_paq1,MESA ESPESADORA MESP-002,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-MESP002,PNL-MESP002,FLD,X-MESP002,Eq_paq1,MESA ESPESADORA MESP-002,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-27,SI,NO,NO,
XA-MESP002,PNL-MESP002,FLD,X-MESP002,Eq_paq1,MESA ESPESADORA MESP-002,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-27,SI,NO,NO,
XLR-MESP002,PNL-MESP002,FLD,X-MESP002,Eq_paq1,MESA ESPESADORA MESP-002,STATUS MODO LOCAL/REMOTO,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XV-005,SV-005,FLD,X-MESP002,Eq_paq1,AGUA DE SERV ALTA P A MESP-002,COMANDO SOLENOIDE,A2-2007-HD022-02,,,,,DO,Sink 24 VDC,JBI-006,PLC-002,EST-001,I-27,SI,NO,NO,
XO-MESP003,PNL-MESP003,FLD,X-MESP003,Eq_paq1,MESA ESPESADORA MESP-003,COMANDO DE ARRANQUE,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-29/30,SI,NO,NO,
XC-MESP003,PNL-MESP003,FLD,X-MESP003,Eq_paq1,MESA ESPESADORA MESP-003,COMANDO DE PARO,A2-2008-HD018,,,,,DO,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XI-MESP003,PNL-MESP003,FLD,X-MESP003,Eq_paq1,MESA ESPESADORA MESP-003,STATUS OK,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-28,SI,NO,NO,
XA-MESP003,PNL-MESP003,FLD,X-MESP003,Eq_paq1,MESA ESPESADORA MESP-003,STATUS FALLA,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,I-28,SI,NO,NO,
XLR-MESP003,PNL-MESP003,FLD,X-MESP003,Eq_paq1,MESA ESPESADORA MESP-003,STATUS MODO LOCAL/REMOTO,A2-2008-HD018,,,,,DI,Sink 24 VDC,GAB-002,PLC-002,EST-001,,SI,NO,NO,
XV-007,SV-007,FLD,X-MESP003,Eq_paq1,AGUA DE SERV ALTA P A MESP-003,COMANDO SOLENOIDE,A2-2007-HD022-02,,,,,DO,Sink 24 VDC,JBI-006,PLC-002,EST-001,I-28,SI,NO,NO,
XO-PCOMP001,PNL-PCOMP001,FLD,X-PCOMP001,Eq_paq1,PLANTA COMPACTA PCOMP-001,COMANDO DE ARRANQUE,A2-2007-HD019,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-PCOMP001,PNL-PCOMP001,FLD,X-PCOMP001,Eq_paq1,PLANTA COMPACTA PCOMP-001,COMANDO DE PARO,A2-2007-HD019,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-PCOMP001,PNL-PCOMP001,FLD,X-PCOMP001,Eq_paq1,PLANTA COMPACTA PCOMP-001,STATUS OK,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-06,SI,NO,NO,
XA-PCOMP001,PNL-PCOMP001,FLD,X-PCOMP001,Eq_paq1,PLANTA COMPACTA PCOMP-001,STATUS FALLA,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-06,SI,NO,NO,
XLR-PCOMP001,PNL-PCOMP001,FLD,X-PCOMP001,Eq_paq1,PLANTA COMPACTA PCOMP-001,STATUS MODO LOCAL/REMOTO,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-PCOMP002,PNL-PCOMP002,FLD,X-PCOMP002,Eq_paq1,PLANTA COMPACTA PCOMP-002,COMANDO DE ARRANQUE,A2-2007-HD019,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-PCOMP002,PNL-PCOMP002,FLD,X-PCOMP002,Eq_paq1,PLANTA COMPACTA PCOMP-002,COMANDO DE PARO,A2-2007-HD019,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-PCOMP002,PNL-PCOMP002,FLD,X-PCOMP002,Eq_paq1,PLANTA COMPACTA PCOMP-002,STATUS OK,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-07,SI,NO,NO,
XA-PCOMP002,PNL-PCOMP002,FLD,X-PCOMP002,Eq_paq1,PLANTA COMPACTA PCOMP-002,STATUS FALLA,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-07,SI,NO,NO,
XLR-PCOMP002,PNL-PCOMP002,FLD,X-PCOMP002,Eq_paq1,PLANTA COMPACTA PCOMP-002,STATUS MODO LOCAL/REMOTO,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-PCOMP003,PNL-PCOMP003,FLD,X-PCOMP003,Eq_paq1,PLANTA COMPACTA PCOMP-003,COMANDO DE ARRANQUE,A2-2007-HD019,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-PCOMP003,PNL-PCOMP003,FLD,X-PCOMP003,Eq_paq1,PLANTA COMPACTA PCOMP-003,COMANDO DE PARO,A2-2007-HD019,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-PCOMP003,PNL-PCOMP003,FLD,X-PCOMP003,Eq_paq1,PLANTA COMPACTA PCOMP-003,STATUS OK,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-08,SI,NO,NO,
XA-PCOMP003,PNL-PCOMP003,FLD,X-PCOMP003,Eq_paq1,PLANTA COMPACTA PCOMP-003,STATUS FALLA,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,I-08,SI,NO,NO,
XLR-PCOMP003,PNL-PCOMP003,FLD,X-PCOMP003,Eq_paq1,PLANTA COMPACTA PCOMP-003,STATUS MODO LOCAL/REMOTO,A2-2007-HD019,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-REA001,PNL-REA001,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE GRUESOS AUTOMATICA,COMANDO DE ARRANQUE,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-REA001,PNL-REA001,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE GRUESOS AUTOMATICA,COMANDO DE PARO,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-REA001,PNL-REA001,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE GRUESOS AUTOMATICA,STATUS OK,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XA-REA001,PNL-REA001,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE GRUESOS AUTOMATICA,STATUS FALLA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XLR-REA001,PNL-REA001,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE GRUESOS AUTOMATICA,STATUS MODO LOCAL/REMOTO,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XO-REA002,PNL-REA002,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE MEDIOS AUTOMATICA,COMANDO DE ARRANQUE,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XC-REA002,PNL-REA002,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE MEDIOS AUTOMATICA,COMANDO DE PARO,A2-2007-HD020,,,,,DO,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XI-REA002,PNL-REA002,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE MEDIOS AUTOMATICA,STATUS OK,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
XA-REA002,PNL-REA002,FLD,L-001,L_cerr_paq,REJA DE CRIBADO DE MEDIOS AUTOMATICA,STATUS FALLA,A2-2007-HD020,,,,,DI,Sink 24 VDC,GAB-001,PLC-001,EST-001,,SI,NO,NO,
