Tag_Sig,Origen,Tipo_IO,Tipo_Sig,Dest,Cntrl,Cable1,Par1,Par2,Cable2,Jborne1,Jborne2,Jborne3,Jborne4,JTS,c_bornes,b,Gborne1,Gborne2,Gborne3,Gborne4,GTS
XI-BOM020,VFD-020,DI,D,GAB-002,PLC-002,CB-VFD-020-D-1,3,3,CB-VFD-020-D-1,NA,NA,NA,NA,NA,2,386,385,386,NA,NA,TS-D
XO-BOM020,VFD-020,DO,D,GAB-002,PLC-002,CB-VFD-020-D-1,4,4,CB-VFD-020-D-1,NA,NA,NA,NA,NA,2,388,387,388,NA,NA,TS-D
XA-BOM021,VFD-021,DI,D,GAB-002,PLC-002,CB-VFD-021-D-1,1,1,CB-VFD-021-D-1,NA,NA,NA,NA,NA,2,390,389,390,NA,NA,TS-D
XC-BOM021,VFD-021,DO,D,GAB-002,PLC-002,CB-VFD-021-D-1,2,2,CB-VFD-021-D-1,NA,NA,NA,NA,NA,2,392,391,392,NA,NA,TS-D
XI-BOM021,VFD-021,DI,D,GAB-002,PLC-002,CB-VFD-021-D-1,3,3,CB-VFD-021-D-1,NA,NA,NA,NA,NA,2,394,393,394,NA,NA,TS-D
XO-BOM021,VFD-021,DO,D,GAB-002,PLC-002,CB-VFD-021-D-1,4,4,CB-VFD-021-D-1,NA,NA,NA,NA,NA,2,396,395,396,NA,NA,TS-D
XA-BOM022,VFD-022,DI,D,GAB-002,PLC-002,CB-VFD-022-D-1,1,1,CB-VFD-022-D-1,NA,NA,NA,NA,NA,2,398,397,398,NA,NA,TS-D
XC-BOM022,VFD-022,DO,D,GAB-002,PLC-002,CB-VFD-022-D-1,2,2,CB-VFD-022-D-1,NA,NA,NA,NA,NA,2,400,399,400,NA,NA,TS-D
XI-BOM022,VFD-022,DI,D,GAB-002,PLC-002,CB-VFD-022-D-1,3,3,CB-VFD-022-D-1,NA,NA,NA,NA,NA,2,402,401,402,NA,NA,TS-D
XO-BOM022,VFD-022,DO,D,GAB-002,PLC-002,CB-VFD-022-D-1,4,4,CB-VFD-022-D-1,NA,NA,NA,NA,NA,2,404,403,404,NA,NA,TS-D
XA-BOM023,VFD-023,DI,D,GAB-002,PLC-002,CB-VFD-023-D-1,1,1,CB-VFD-023-D-1,NA,NA,NA,NA,NA,2,406,405,406,NA,NA,TS-D
XC-BOM023,VFD-023,DO,D,GAB-002,PLC-002,CB-VFD-023-D-1,2,2,CB-VFD-023-D-1,NA,NA,NA,NA,NA,2,408,407,408,NA,NA,TS-D
XI-BOM023,VFD-023,DI,D,GAB-002,PLC-002,CB-VFD-023-D-1,3,3,CB-VFD-023-D-1,NA,NA,NA,NA,NA,2,410,409,410,NA,NA,TS-D
XO-BOM023,VFD-023,DO,D,GAB-002,PLC-002,CB-VFD-023-D-1,4,4,CB-VFD-023-D-1,NA,NA,NA,NA,NA,2,412,411,412,NA,NA,TS-D
XA-BOM024,VFD-024,DI,D,GAB-002,PLC-002,CB-VFD-024-D-1,1,1,CB-VFD-024-D-1,NA,NA,NA,NA,NA,2,414,413,414,NA,NA,TS-D
XC-BOM024,VFD-024,DO,D,GAB-002,PLC-002,CB-VFD-024-D-1,2,2,CB-VFD-024-D-1,NA,NA,NA,NA,NA,2,416,415,416,NA,NA,TS-D
XI-BOM024,VFD-024,DI,D,GAB-002,PLC-002,CB-VFD-024-D-1,3,3,CB-VFD-024-D-1,NA,NA,NA,NA,NA,2,418,417,418,NA,NA,TS-D
XO-BOM024,VFD-024,DO,D,GAB-002,PLC-002,CB-VFD-024-D-1,4,4,CB-VFD-024-D-1,NA,NA,NA,NA,NA,2,420,419,420,NA,NA,TS-D
XA-BOM025,VFD-025,DI,D,GAB-002,PLC-002,CB-VFD-025-D-1,1,1,CB-VFD-025-D-1,NA,NA,NA,NA,NA,2,422,421,422,NA,NA,TS-D
XC-BOM025,VFD-025,DO,D,GAB-002,PLC-002,CB-VFD-025-D-1,2,2,CB-VFD-025-D-1,NA,NA,NA,NA,NA,2,424,423,424,NA,NA,TS-D
XI-BOM025,VFD-025,DI,D,GAB-002,PLC-002,CB-VFD-025-D-1,3,3,CB-VFD-025-D-1,NA,NA,NA,NA,NA,2,426,425,426,NA,NA,TS-D
XO-BOM025,VFD-025,DO,D,GAB-002,PLC-002,CB-VFD-025-D-1,4,4,CB-VFD-025-D-1,NA,NA,NA,NA,NA,2,428,427,428,NA,NA,TS-D
XA-BOM026,VFD-026,DI,D,GAB-002,PLC-002,CB-VFD-026-D-1,1,1,CB-VFD-026-D-1,NA,NA,NA,NA,NA,2,430,429,430,NA,NA,TS-D
XC-BOM026,VFD-026,DO,D,GAB-002,PLC-002,CB-VFD-026-D-1,2,2,CB-VFD-026-D-1,NA,NA,NA,NA,NA,2,432,431,432,NA,NA,TS-D
XI-BOM026,VFD-026,DI,D,GAB-002,PLC-002,CB-VFD-026-D-1,3,3,CB-VFD-026-D-1,NA,NA,NA,NA,NA,2,434,433,434,NA,NA,TS-D
XO-BOM026,VFD-026,DO,D,GAB-002,PLC-002,CB-VFD-026-D-1,4,4,CB-VFD-026-D-1,NA,NA,NA,NA,NA,2,436,435,436,NA,NA,TS-D
XA-BOM027,VFD-027,DI,D,GAB-002,PLC-002,CB-VFD-027-D-1,1,1,CB-VFD-027-D-1,NA,NA,NA,NA,NA,2,438,437,438,NA,NA,TS-D
XC-BOM027,VFD-027,DO,D,GAB-002,PLC-002,CB-VFD-027-D-1,2,2,CB-VFD-027-D-1,NA,NA,NA,NA,NA,2,440,439,440,NA,NA,TS-D
XI-BOM027,VFD-027,DI,D,GAB-002,PLC-002,CB-VFD-027-D-1,3,3,CB-VFD-027-D-1,NA,NA,NA,NA,NA,2,442,441,442,NA,NA,TS-D
XO-BOM027,VFD-027,DO,D,GAB-002,PLC-002,CB-VFD-027-D-1,4,4,CB-VFD-027-D-1,NA,NA,NA,NA,NA,2,444,443,444,NA,NA,TS-D
XA-BOM028,VFD-028,DI,D,GAB-002,PLC-002,CB-VFD-028-D-1,1,1,CB-VFD-028-D-1,NA,NA,NA,NA,NA,2,446,445,446,NA,NA,TS-D
XC-BOM028,VFD-028,DO,D,GAB-002,PLC-002,CB-VFD-028-D-1,2,2,CB-VFD-028-D-1,NA,NA,NA,NA,NA,2,448,447,448,NA,NA,TS-D
XI-BOM028,VFD-028,DI,D,GAB-002,PLC-002,CB-VFD-028-D-1,3,3,CB-VFD-028-D-1,NA,NA,NA,NA,NA,2,450,449,450,NA,NA,TS-D
XO-BOM028,VFD-028,DO,D,GAB-002,PLC-002,CB-VFD-028-D-1,4,4,CB-VFD-028-D-1,NA,NA,NA,NA,NA,2,452,451,452,NA,NA,TS-D
XA-BOM029,VFD-029,DI,D,GAB-002,PLC-002,CB-VFD-029-D-1,1,1,CB-VFD-029-D-1,NA,NA,NA,NA,NA,2,454,453,454,NA,NA,TS-D
XC-BOM029,VFD-029,DO,D,GAB-002,PLC-002,CB-VFD-029-D-1,2,2,CB-VFD-029-D-1,NA,NA,NA,NA,NA,2,456,455,456,NA,NA,TS-D
XI-BOM029,VFD-029,DI,D,GAB-002,PLC-002,CB-VFD-029-D-1,3,3,CB-VFD-029-D-1,NA,NA,NA,NA,NA,2,458,457,458,NA,NA,TS-D
XO-BOM029,VFD-029,DO,D,GAB-002,PLC-002,CB-VFD-029-D-1,4,4,CB-VFD-029-D-1,NA,NA,NA,NA,NA,2,460,459,460,NA,NA,TS-D
XA-BOM030,VFD-030,DI,D,GAB-002,PLC-002,CB-VFD-030-D-1,1,1,CB-VFD-030-D-1,NA,NA,NA,NA,NA,2,462,461,462,NA,NA,TS-D
XC-BOM030,VFD-030,DO,D,GAB-002,PLC-002,CB-VFD-030-D-1,2,2,CB-VFD-030-D-1,NA,NA,NA,NA,NA,2,464,463,464,NA,NA,TS-D
XI-BOM030,VFD-030,DI,D,GAB-002,PLC-002,CB-VFD-030-D-1,3,3,CB-VFD-030-D-1,NA,NA,NA,NA,NA,2,466,465,466,NA,NA,TS-D
XO-BOM030,VFD-030,DO,D,GAB-002,PLC-002,CB-VFD-030-D-1,4,4,CB-VFD-030-D-1,NA,NA,NA,NA,NA,2,468,467,468,NA,NA,TS-D
